               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  67,            0.072813,             0.04504,            0.048827,             0.02381,                   1,              0.4975,             0.16252,             0.04223,            0.027294,            0.049103,            0.006733,            0.006733,            0.006733
                  68,            0.073056,            0.049281,            0.048257,             0.02381,                   1,              0.4975,             0.16252,             0.04223,            0.027294,            0.049103,           0.0066835,           0.0066835,           0.0066835
                  69,            0.069997,            0.045074,            0.048186,            0.027778,                   1,             0.24875,             0.13267,            0.046205,            0.026501,            0.048126,            0.006634,            0.006634,            0.006634
                  70,             0.06958,            0.046259,            0.049995,            0.027778,                   1,             0.24875,             0.13267,            0.046205,            0.026501,            0.048126,           0.0065845,           0.0065845,           0.0065845
                  71,             0.07079,             0.04611,            0.047567,            0.027778,                   1,             0.24875,             0.13267,            0.046205,            0.026501,            0.048126,            0.006535,            0.006535,            0.006535
                  72,            0.070791,            0.040256,            0.049722,            0.027778,                   1,             0.24875,             0.13267,            0.046205,            0.026501,            0.048126,           0.0064855,           0.0064855,           0.0064855
                  73,            0.073221,             0.05623,            0.047778,            0.026316,                   1,             0.33167,             0.10282,            0.050297,            0.025295,            0.047516,            0.006436,            0.006436,            0.006436
                  74,            0.067801,            0.061206,             0.04794,            0.026316,                   1,             0.33167,             0.10282,            0.050297,            0.025295,            0.047516,           0.0063865,           0.0063865,           0.0063865
                  75,            0.073967,            0.050753,            0.049206,            0.026316,                   1,             0.33167,             0.10282,            0.050297,            0.025295,            0.047516,            0.006337,            0.006337,            0.006337
                  76,            0.068454,            0.050733,            0.048838,            0.026316,                   1,             0.33167,             0.10282,            0.050297,            0.025295,            0.047516,           0.0062875,           0.0062875,           0.0062875
                  77,             0.06907,            0.045351,            0.048576,            0.029412,                   1,             0.33167,             0.12935,             0.05394,            0.024815,            0.047264,            0.006238,            0.006238,            0.006238
                  78,            0.068355,            0.056644,            0.048675,            0.029412,                   1,             0.33167,             0.12935,             0.05394,            0.024815,            0.047264,           0.0061885,           0.0061885,           0.0061885
                  79,            0.070304,            0.054546,            0.048763,            0.029412,                   1,             0.33167,             0.12935,             0.05394,            0.024815,            0.047264,            0.006139,            0.006139,            0.006139
                  80,            0.067268,            0.061424,             0.04937,            0.029412,                   1,             0.33167,             0.12935,             0.05394,            0.024815,            0.047264,           0.0060895,           0.0060895,           0.0060895
                  81,            0.066337,            0.051138,            0.049659,            0.025641,                   1,             0.33167,             0.13032,            0.057735,            0.024014,            0.046913,             0.00604,             0.00604,             0.00604
                  82,            0.072303,            0.055099,            0.049467,            0.025641,                   1,             0.33167,             0.13032,            0.057735,            0.024014,            0.046913,           0.0059905,           0.0059905,           0.0059905
                  83,            0.066752,            0.055602,            0.048937,            0.025641,                   1,             0.33167,             0.13032,            0.057735,            0.024014,            0.046913,            0.005941,            0.005941,            0.005941
                  84,            0.065342,            0.058969,            0.048755,            0.025641,                   1,             0.33167,             0.13032,            0.057735,            0.024014,            0.046913,           0.0058915,           0.0058915,           0.0058915
                  85,            0.066548,            0.063068,            0.047408,             0.02381,                   1,             0.33167,             0.16328,            0.057369,            0.024139,            0.047005,            0.005842,            0.005842,            0.005842
                  86,            0.067176,            0.046564,            0.048158,             0.02381,                   1,             0.33167,             0.16328,            0.057369,            0.024139,            0.047005,           0.0057925,           0.0057925,           0.0057925
                  87,              0.0645,             0.06259,            0.047266,             0.02381,                   1,             0.33167,             0.16328,            0.057369,            0.024139,            0.047005,            0.005743,            0.005743,            0.005743
                  88,            0.069974,            0.053052,            0.049062,             0.02381,                   1,             0.33167,             0.16328,            0.057369,            0.024139,            0.047005,           0.0056935,           0.0056935,           0.0056935
                  89,            0.065703,            0.049113,            0.049825,            0.023256,                   1,             0.33167,             0.17823,            0.059191,            0.023548,            0.047241,            0.005644,            0.005644,            0.005644
                  90,             0.06509,            0.052942,            0.047534,            0.023256,                   1,             0.33167,             0.17823,            0.059191,            0.023548,            0.047241,           0.0055945,           0.0055945,           0.0055945
                  91,             0.06614,             0.05396,            0.046414,            0.023256,                   1,             0.33167,             0.17823,            0.059191,            0.023548,            0.047241,            0.005545,            0.005545,            0.005545
                  92,            0.064777,            0.054512,            0.047309,            0.023256,                   1,             0.33167,             0.17823,            0.059191,            0.023548,            0.047241,           0.0054955,           0.0054955,           0.0054955
